,Date of Purchase,Purchaser Name,Denomination
412,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
413,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
414,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
415,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
416,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
417,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
418,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
419,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
420,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
421,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
422,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
423,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
424,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
425,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
426,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
427,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
428,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
429,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
430,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
431,15-Apr-19,SUN PHARMA LABORATORIES LIMTED,10000000
432,15-Apr-19,SUN PHARMA LABORATORIES LTD,1000000
433,15-Apr-19,SUN PHARMA LABORATORIES LTD,1000000
434,15-Apr-19,SUN PHARMA LABORATORIES LTD,10000000
435,15-Apr-19,SUN PHARMA LABORATORIES LTD,1000000
436,15-Apr-19,SUN PHARMA LABORATORIES LTD,1000000
437,15-Apr-19,SUN PHARMA LABORATORIES LTD,1000000
438,15-Apr-19,SWAPNA CHENNAVARAM,100000
439,15-Apr-19,SWAPNA CHENNAVARAM,100000
440,15-Apr-19,SWAPNA CHENNAVARAM,100000
441,15-Apr-19,SWAPNA CHENNAVARAM,100000
442,15-Apr-19,SWAPNA CHENNAVARAM,100000
443,15-Apr-19,UTKAL ALUMINA INTERNATIONAL LIMITED,1000000
444,15-Apr-19,UTKAL ALUMINA INTERNATIONAL LIMITED,1000000
445,15-Apr-19,VARDHMAN TEXTILES LTD,1000000
446,15-Apr-19,VARDHMAN TEXTILES LTD,1000000
447,15-Apr-19,VARDHMAN TEXTILES LTD,100000
448,15-Apr-19,VARDHMAN TEXTILES LTD,100000
449,15-Apr-19,VARDHMAN TEXTILES LTD,100000
450,15-Apr-19,VARDHMAN TEXTILES LTD,100000
451,15-Apr-19,VARDHMAN TEXTILES LTD,100000
452,15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000
453,15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000
454,15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000
455,15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000
456,15-Apr-19,VASSUDEVA DEMPO FAMILY PRIVATE TRUST,100000
457,15-Apr-19,VINAY AGARWAL,100000
458,15-Apr-19,VINAY AGARWAL,100000
459,15-Apr-19,VINAY AGARWAL,100000
460,15-Apr-19,VINAY AGARWAL,100000
461,15-Apr-19,VINAY AGARWAL,100000
462,15-Apr-19,VINAY AGARWAL,100000
463,15-Apr-19,VINAY AGARWAL,100000
464,15-Apr-19,VINAY AGARWAL,100000
465,15-Apr-19,VINAY AGARWAL,100000
466,16-Apr-19,BELLWEY INTERNATIONAL CO,1000000
467,16-Apr-19,BELLWEY INTERNATIONAL CO,1000000
468,16-Apr-19,BELLWEY INTERNATIONAL CO,1000000
469,16-Apr-19,BELLWEY INTERNATIONAL CO,1000000
470,16-Apr-19,BELLWEY INTERNATIONAL CO,1000000
471,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,100000
472,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,100000
473,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
474,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,100000
475,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
476,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,100000
477,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,100000
478,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
479,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
480,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
481,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
482,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
483,16-Apr-19,CAVALIER TRANSPORTERS PRIVATE LIMITED,1000000
484,16-Apr-19,IDEAL REAL ESTATES PRIVATE LIMITED,10000000
485,16-Apr-19,JAI SUSPENSION SYSTEMS LLP,1000000
486,16-Apr-19,JAI SUSPENSION SYSTEMS LLP,1000000
487,16-Apr-19,JAI SUSPENSION SYSTEMS LLP,1000000
488,16-Apr-19,JAI SUSPENSION SYSTEMS LLP,1000000
489,16-Apr-19,JAI SUSPENSION SYSTEMS LLP,1000000
490,16-Apr-19,JUBILANT LIFE SCIENCES LIMITED,10000000
491,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
492,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
493,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
494,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
495,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
496,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
497,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
498,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
499,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
500,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
501,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
502,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
503,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
504,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
505,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
506,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
507,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
508,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
509,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
510,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
511,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
512,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
513,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
514,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
515,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
516,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
517,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
518,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
519,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
520,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
521,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
522,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
523,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
524,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
525,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
526,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
527,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
528,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
529,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
530,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
531,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
532,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
533,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
534,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
535,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
536,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
537,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
538,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
539,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
540,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
541,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
542,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
543,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
544,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
545,16-Apr-19,KEVENTER FOODPARK INFRA LIMITED,10000000
546,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
547,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
548,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
549,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
550,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
551,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
552,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
553,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
554,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
555,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
556,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
557,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
558,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
559,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
560,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
561,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
562,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
563,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
564,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
565,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
566,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
567,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
568,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
569,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
570,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
571,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
572,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
573,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
574,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
575,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
576,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
577,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
578,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
579,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
580,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
581,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
582,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
583,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
584,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
585,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
586,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
587,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
588,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
589,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
590,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
591,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
592,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
593,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
594,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
595,16-Apr-19,KEYSTONE REALTORS PVT LTD,1000000
596,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
597,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
598,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
599,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
600,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
601,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
602,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
603,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
604,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
605,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
606,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
607,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
608,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
609,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
610,16-Apr-19,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,10000000
611,16-Apr-19,MODERN ROAD MAKERS PVT LTD,10000000
612,16-Apr-19,MODERN ROAD MAKERS PVT LTD,10000000
613,16-Apr-19,MODERN ROAD MAKERS PVT LTD,10000000
614,16-Apr-19,MUTHOOT FINANCE LTD,1000000
615,16-Apr-19,MUTHOOT FINANCE LTD,1000000
616,16-Apr-19,MUTHOOT FINANCE LTD,1000000
617,16-Apr-19,MUTHOOT FINANCE LTD,1000000
618,16-Apr-19,MUTHOOT FINANCE LTD,1000000
619,16-Apr-19,MUTHOOT FINANCE LTD,1000000
620,16-Apr-19,MUTHOOT FINANCE LTD,1000000
621,16-Apr-19,MUTHOOT FINANCE LTD,1000000
622,16-Apr-19,MUTHOOT FINANCE LTD,1000000
623,16-Apr-19,MUTHOOT FINANCE LTD,1000000
624,16-Apr-19,MUTHOOT FINANCE LTD,1000000
625,16-Apr-19,MUTHOOT FINANCE LTD,1000000
626,16-Apr-19,MUTHOOT FINANCE LTD,1000000
627,16-Apr-19,MUTHOOT FINANCE LTD,1000000
628,16-Apr-19,MUTHOOT FINANCE LTD,1000000
629,16-Apr-19,MUTHOOT FINANCE LTD,1000000
630,16-Apr-19,MUTHOOT FINANCE LTD,1000000
631,16-Apr-19,MUTHOOT FINANCE LTD,1000000
632,16-Apr-19,MUTHOOT FINANCE LTD,1000000
633,16-Apr-19,MUTHOOT FINANCE LTD,1000000
634,16-Apr-19,MUTHOOT FINANCE LTD,1000000
635,16-Apr-19,MUTHOOT FINANCE LTD,1000000
636,16-Apr-19,MUTHOOT FINANCE LTD,1000000
637,16-Apr-19,MUTHOOT FINANCE LTD,1000000
638,16-Apr-19,MUTHOOT FINANCE LTD,1000000
639,16-Apr-19,MUTHOOT FINANCE LTD,1000000
640,16-Apr-19,MUTHOOT FINANCE LTD,1000000
641,16-Apr-19,MUTHOOT FINANCE LTD,1000000
642,16-Apr-19,MUTHOOT FINANCE LTD,1000000
643,16-Apr-19,MUTHOOT FINANCE LTD,1000000
644,16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,10000000
645,16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,10000000
646,16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,10000000
647,16-Apr-19,OMKAR REALTORS PROJECTS PVT LTD,10000000
648,16-Apr-19,P SHIVA SHANKAR REDDY,100000
649,16-Apr-19,P SHIVA SHANKAR REDDY,100000
650,16-Apr-19,P SHIVA SHANKAR REDDY,100000
651,16-Apr-19,P SHIVA SHANKAR REDDY,100000
652,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
653,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
654,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
655,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
656,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
657,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
658,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
659,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
660,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
661,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
662,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
663,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
664,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
665,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
666,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
667,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
668,16-Apr-19,PEGASUS PROPERTIES PVT LTD,10000000
669,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
670,16-Apr-19,PEGASUS PROPERTIES PVT LTD,1000000
671,16-Apr-19,POLINA GANESWARARAO,100000
672,16-Apr-19,POLINA GANESWARARAO,100000
673,16-Apr-19,POLINA GANESWARARAO,100000
674,16-Apr-19,POLINA GANESWARARAO,100000
675,16-Apr-19,PRIME SALES CORPORATION,100000
676,16-Apr-19,PRIME SALES CORPORATION,1000000
677,16-Apr-19,PRIME SALES CORPORATION,100000
678,16-Apr-19,PRIME SALES CORPORATION,100000
679,16-Apr-19,PRIME SALES CORPORATION,100000
680,16-Apr-19,PRIME SALES CORPORATION,1000000
681,16-Apr-19,PRIME SALES CORPORATION,100000
682,16-Apr-19,PRIME SALES CORPORATION,1000000
683,16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,1000000
684,16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,1000000
685,16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,1000000
686,16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,1000000
687,16-Apr-19,QUALITY MAINTENANCE VENTURE LTD,1000000
688,16-Apr-19,RAIPUR BOTLING COMPANY,1000
689,16-Apr-19,S R C CHEMICALS PVT LTD,10000000
690,16-Apr-19,SANJAY JAIN,1000000
691,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,100000
692,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,1000000
693,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,1000000
694,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,100000
695,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,100000
696,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,100000
697,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,1000000
698,16-Apr-19,SDS LOGISTICS PRIVATE LIMITED,100000
699,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
700,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
701,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
702,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
703,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
704,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
705,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
706,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
707,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
708,16-Apr-19,SHAURYAVIR CARRIERS PRIVATE LIMITED,1000000
709,16-Apr-19,SK INFRA,100000
710,16-Apr-19,SK INFRA,100000
711,16-Apr-19,SK INFRA,100000
712,16-Apr-19,SK INFRA,100000
713,16-Apr-19,SNS CLOTHING PVT LTD,10000000
714,16-Apr-19,SNS CLOTHING PVT LTD,10000000
715,16-Apr-19,SREE KRUTHI,100000
716,16-Apr-19,SREE KRUTHI,100000
717,16-Apr-19,SREE KRUTHI,100000
718,16-Apr-19,SREE KRUTHI,100000
719,16-Apr-19,SREE KRUTHI,100000
720,16-Apr-19,SREE KRUTHI,100000
721,16-Apr-19,SREE KRUTHI,100000
722,16-Apr-19,SREE KRUTHI,100000
723,16-Apr-19,ST PATRICKS REALTY PVT LTD,10000000
724,16-Apr-19,ST PATRICKS REALTY PVT LTD,10000000
725,16-Apr-19,ST PATRICKS REALTY PVT LTD,10000000
726,16-Apr-19,SWETA ESTATES PVT LTD,10000000
727,16-Apr-19,SWETA ESTATES PVT LTD,10000000
728,16-Apr-19,THE SUPREME INDUSTRIES LTD,100000
729,16-Apr-19,THE SUPREME INDUSTRIES LTD,100000
730,16-Apr-19,THE SUPREME INDUSTRIES LTD,100000
731,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
732,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
733,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
734,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
735,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
736,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
737,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
738,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
739,16-Apr-19,THE SUPREME INDUSTRIES LTD,10000000
740,16-Apr-19,THE SUPREME INDUSTRIES LTD,100000
741,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
742,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
743,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
744,16-Apr-19,THE SUPREME INDUSTRIES LTD,100000
745,16-Apr-19,THE SUPREME INDUSTRIES LTD,1000000
746,16-Apr-19,UM CABLES LIMITED,1000000
747,16-Apr-19,UM CABLES LIMITED,1000000
748,16-Apr-19,UM CABLES LIMITED,1000000
749,16-Apr-19,UM CABLES LIMITED,1000000
750,16-Apr-19,UM CABLES LIMITED,1000000
751,16-Apr-19,UM CABLES LIMITED,1000000
752,16-Apr-19,UM CABLES LIMITED,1000000
753,16-Apr-19,UM CABLES LIMITED,1000000
754,16-Apr-19,UM CABLES LIMITED,1000000
755,16-Apr-19,UM CABLES LIMITED,1000000
756,16-Apr-19,UM CABLES LIMITED,1000000
757,16-Apr-19,UM CABLES LIMITED,1000000
758,16-Apr-19,UM CABLES LIMITED,1000000
759,16-Apr-19,UM CABLES LIMITED,1000000
760,16-Apr-19,UM CABLES LIMITED,1000000
761,16-Apr-19,UM CABLES LIMITED,1000000
762,16-Apr-19,UM CABLES LIMITED,1000000
763,16-Apr-19,UM CABLES LIMITED,1000000
764,16-Apr-19,UM CABLES LIMITED,1000000
765,16-Apr-19,UM CABLES LIMITED,1000000
766,16-Apr-19,VEDANTA LIMITED,10000000
767,16-Apr-19,VEDANTA LIMITED,10000000
768,16-Apr-19,VEDANTA LIMITED,10000000
769,16-Apr-19,VEDANTA LIMITED,10000000
770,16-Apr-19,VEDANTA LIMITED,1000000
771,16-Apr-19,VEDANTA LIMITED,10000000
772,16-Apr-19,VEDANTA LIMITED,10000000
773,16-Apr-19,VEDANTA LIMITED,10000000
774,16-Apr-19,VEDANTA LIMITED,10000000
775,16-Apr-19,VEDANTA LIMITED,10000000
776,16-Apr-19,VEDANTA LIMITED,10000000
777,16-Apr-19,VEDANTA LIMITED,100000
778,16-Apr-19,VEDANTA LIMITED,10000000
779,16-Apr-19,VEDANTA LIMITED,10000000
780,16-Apr-19,VEDANTA LIMITED,100000
781,16-Apr-19,VEDANTA LIMITED,10000000
782,16-Apr-19,VEDANTA LIMITED,10000000
783,16-Apr-19,VEDANTA LIMITED,100000
784,16-Apr-19,VEDANTA LIMITED,10000000
785,16-Apr-19,VEDANTA LIMITED,10000000
786,16-Apr-19,VEDANTA LIMITED,10000000
787,16-Apr-19,VEDANTA LIMITED,10000000
788,16-Apr-19,VEDANTA LIMITED,10000000
789,16-Apr-19,VEDANTA LIMITED,10000000
790,16-Apr-19,VEDANTA LIMITED,10000000
791,16-Apr-19,VEDANTA LIMITED,1000000
792,16-Apr-19,VEDANTA LIMITED,10000000
793,16-Apr-19,VEDANTA LIMITED,10000000
794,16-Apr-19,VEDANTA LIMITED,1000000
795,16-Apr-19,VEDANTA LIMITED,10000000
796,16-Apr-19,VEDANTA LIMITED,100000
797,16-Apr-19,VEDANTA LIMITED,10000000
798,16-Apr-19,VEDANTA LIMITED,10000000
799,16-Apr-19,VEDANTA LIMITED,10000000
800,16-Apr-19,VEDANTA LIMITED,10000000
801,16-Apr-19,VEDANTA LIMITED,10000000
802,16-Apr-19,VEDANTA LIMITED,10000000
803,16-Apr-19,VEDANTA LIMITED,10000000
804,16-Apr-19,VEDANTA LIMITED,10000000
805,16-Apr-19,VEDANTA LIMITED,10000000
806,16-Apr-19,VEDANTA LIMITED,1000000
807,16-Apr-19,VEDANTA LIMITED,1000000
808,16-Apr-19,VEDANTA LIMITED,10000000
809,16-Apr-19,VEDANTA LIMITED,10000000
810,16-Apr-19,VEDANTA LIMITED,10000000
811,16-Apr-19,VEDANTA LIMITED,10000000
812,16-Apr-19,VEDANTA LIMITED,1000000
813,16-Apr-19,VEDANTA LIMITED,10000000
814,16-Apr-19,VEDANTA LIMITED,10000000
815,16-Apr-19,VEDANTA LIMITED,100000
816,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,1000000
817,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,100000
818,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,100000
819,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,1000000
820,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,100000
821,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,100000
822,17-Apr-19,ACE COMERCIAL COMPANY PRIVATE LIMITED,100000
823,17-Apr-19,DEVEN CHAND JAIN,1000000
824,17-Apr-19,DEVEN CHAND JAIN,1000000
825,17-Apr-19,DEVEN CHAND JAIN,1000000
826,17-Apr-19,DEVEN CHAND JAIN,1000000
827,17-Apr-19,DEVEN CHAND JAIN,1000000
828,17-Apr-19,DEVEN CHAND JAIN,1000000
829,17-Apr-19,DEVEN CHAND JAIN,1000000
830,17-Apr-19,JUPITER MERCANTILES PVT LTD,1000000
831,17-Apr-19,JUPITER MERCANTILES PVT LTD,100000
832,17-Apr-19,JUPITER MERCANTILES PVT LTD,1000000
833,17-Apr-19,JUPITER MERCANTILES PVT LTD,100000
834,17-Apr-19,JUPITER MERCANTILES PVT LTD,100000
835,17-Apr-19,JUPITER MERCANTILES PVT LTD,100000
836,17-Apr-19,JUPITER MERCANTILES PVT LTD,100000
837,17-Apr-19,RAJEEV KUMAR JAIN,1000000
838,17-Apr-19,RAJEEV KUMAR JAIN,1000000
839,18-Apr-19,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000
840,18-Apr-19,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000
841,18-Apr-19,"AISHWARYA BUSINESS CORPORATION PVT, LTD",1000000
